name1,name2,negative_pairs
Bobby_Robson,Jose_Theodore,"['Bobby_Robson_0001.jpg', 'Jose_Theodore_0001.jpg']"
John_Bolton,George_W_Bush,"['John_Bolton_0009.jpg', 'George_W_Bush_0129.jpg']"
Frances_Fisher,Colin_Powell,"['Frances_Fisher_0002.jpg', 'Colin_Powell_0055.jpg']"
Paul-Henri_Mathieu,Arnold_Schwarzenegger,"['Paul-Henri_Mathieu_0002.jpg', 'Arnold_Schwarzenegger_0005.jpg']"
Angela_Merkel,Donald_Rumsfeld,"['Angela_Merkel_0003.jpg', 'Donald_Rumsfeld_0049.jpg']"
Bob_Huggins,Kofi_Annan,"['Bob_Huggins_0001.jpg', 'Kofi_Annan_0008.jpg']"
Rodrigo_Borja,Ernie_Eves,"['Rodrigo_Borja_0001.jpg', 'Ernie_Eves_0002.jpg']"
David_Beckham,Nicole_Kidman,"['David_Beckham_0003.jpg', 'Nicole_Kidman_0014.jpg']"
Joseph_Biden,Michael_Keaton,"['Joseph_Biden_0005.jpg', 'Michael_Keaton_0002.jpg']"
Howard_Dean,Hans_Blix,"['Howard_Dean_0009.jpg', 'Hans_Blix_0030.jpg']"
Tom_Ridge,Maria_Luisa_Mendonca,"['Tom_Ridge_0019.jpg', 'Maria_Luisa_Mendonca_0002.jpg']"
Angela_Merkel,Paula_Radcliffe,"['Angela_Merkel_0002.jpg', 'Paula_Radcliffe_0006.jpg']"
Sepp_Blatter,Harrison_Ford,"['Sepp_Blatter_0003.jpg', 'Harrison_Ford_0002.jpg']"
Holly_Hunter,Saddam_Hussein,"['Holly_Hunter_0004.jpg', 'Saddam_Hussein_0011.jpg']"
Bill_Simon,Colin_Powell,"['Bill_Simon_0009.jpg', 'Colin_Powell_0156.jpg']"
Colin_Powell,Juan_Carlos_Ferrero,"['Colin_Powell_0213.jpg', 'Juan_Carlos_Ferrero_0013.jpg']"
Michael_Bloomberg,Guy_Ritchie,"['Michael_Bloomberg_0019.jpg', 'Guy_Ritchie_0002.jpg']"
Bill_Frist,Vladimir_Putin,"['Bill_Frist_0008.jpg', 'Vladimir_Putin_0034.jpg']"
Hugo_Chavez,Antonio_Palocci,"['Hugo_Chavez_0042.jpg', 'Antonio_Palocci_0006.jpg']"
Binyamin_Ben-Eliezer,Tom_Daschle,"['Binyamin_Ben-Eliezer_0003.jpg', 'Tom_Daschle_0013.jpg']"
Joseph_Deiss,Stan_Heath,"['Joseph_Deiss_0002.jpg', 'Stan_Heath_0002.jpg']"
Mahathir_Mohamad,Vince_Carter,"['Mahathir_Mohamad_0013.jpg', 'Vince_Carter_0002.jpg']"
Constance_Marie,Richard_Gephardt,"['Constance_Marie_0003.jpg', 'Richard_Gephardt_0009.jpg']"
Spencer_Abraham,David_Dodge,"['Spencer_Abraham_0004.jpg', 'David_Dodge_0002.jpg']"
James_Blake,Martha_Stewart,"['James_Blake_0007.jpg', 'Martha_Stewart_0002.jpg']"
Tom_Ridge,Sarah_Jessica_Parker,"['Tom_Ridge_0006.jpg', 'Sarah_Jessica_Parker_0004.jpg']"
Guillermo_Coria,Sally_Kirkland,"['Guillermo_Coria_0029.jpg', 'Sally_Kirkland_0004.jpg']"
Benjamin_Netanyahu,Princess_Masako,"['Benjamin_Netanyahu_0002.jpg', 'Princess_Masako_0002.jpg']"
Richard_Virenque,OJ_Simpson,"['Richard_Virenque_0003.jpg', 'OJ_Simpson_0002.jpg']"
Sean_Astin,George_W_Bush,"['Sean_Astin_0002.jpg', 'George_W_Bush_0246.jpg']"
Jack_Straw,George_W_Bush,"['Jack_Straw_0013.jpg', 'George_W_Bush_0520.jpg']"
Flor_Montulo,Gerhard_Schroeder,"['Flor_Montulo_0002.jpg', 'Gerhard_Schroeder_0099.jpg']"
Jimmy_Carter,Colin_Powell,"['Jimmy_Carter_0003.jpg', 'Colin_Powell_0027.jpg']"
David_Beckham,Tony_Bennett,"['David_Beckham_0006.jpg', 'Tony_Bennett_0002.jpg']"
George_W_Bush,Tony_Blair,"['George_W_Bush_0361.jpg', 'Tony_Blair_0020.jpg']"
Luciano_Pavarotti,Bernard_Landry,"['Luciano_Pavarotti_0003.jpg', 'Bernard_Landry_0003.jpg']"
Guillermo_Coria,Allyson_Felix,"['Guillermo_Coria_0025.jpg', 'Allyson_Felix_0005.jpg']"
Mike_Krzyzewski,George_W_Bush,"['Mike_Krzyzewski_0004.jpg', 'George_W_Bush_0115.jpg']"
Junichiro_Koizumi,Spencer_Abraham,"['Junichiro_Koizumi_0004.jpg', 'Spencer_Abraham_0002.jpg']"
Derek_Jeter,Jean_Chretien,"['Derek_Jeter_0004.jpg', 'Jean_Chretien_0025.jpg']"
Gabriel_Valdes,Jeremy_Greenstock,"['Gabriel_Valdes_0001.jpg', 'Jeremy_Greenstock_0015.jpg']"
Fred_Thompson,George_W_Bush,"['Fred_Thompson_0003.jpg', 'George_W_Bush_0319.jpg']"
John_Abizaid,Bertrand_Bonello,"['John_Abizaid_0006.jpg', 'Bertrand_Bonello_0001.jpg']"
Gray_Davis,Tony_Blair,"['Gray_Davis_0021.jpg', 'Tony_Blair_0135.jpg']"
Fidel_Castro,Tony_Blair,"['Fidel_Castro_0010.jpg', 'Tony_Blair_0064.jpg']"
Nicolas_Escude,Ariel_Sharon,"['Nicolas_Escude_0002.jpg', 'Ariel_Sharon_0050.jpg']"
Justin_Gatlin,Stephen_Ambrose,"['Justin_Gatlin_0001.jpg', 'Stephen_Ambrose_0002.jpg']"
Meryl_Streep,Donald_Rumsfeld,"['Meryl_Streep_0015.jpg', 'Donald_Rumsfeld_0021.jpg']"
Abel_Pacheco,Isabelle_Huppert,"['Abel_Pacheco_0003.jpg', 'Isabelle_Huppert_0002.jpg']"
Larry_Brown,Arnold_Schwarzenegger,"['Larry_Brown_0002.jpg', 'Arnold_Schwarzenegger_0031.jpg']"
Jacques_Chirac,Sourav_Ganguly,"['Jacques_Chirac_0017.jpg', 'Sourav_Ganguly_0004.jpg']"
Gerry_Adams,George_W_Bush,"['Gerry_Adams_0001.jpg', 'George_W_Bush_0076.jpg']"
Alan_Ball,William_Bulger,"['Alan_Ball_0002.jpg', 'William_Bulger_0003.jpg']"
Emily_Robison,George_W_Bush,"['Emily_Robison_0001.jpg', 'George_W_Bush_0141.jpg']"
Heidi_Fleiss,Halle_Berry,"['Heidi_Fleiss_0001.jpg', 'Halle_Berry_0006.jpg']"
Hee-Won_Han,Colin_Powell,"['Hee-Won_Han_0001.jpg', 'Colin_Powell_0029.jpg']"
Jose_Manuel_Durao_Barroso,Alejandro_Toledo,"['Jose_Manuel_Durao_Barroso_0006.jpg', 'Alejandro_Toledo_0005.jpg']"
Catherine_Deneuve,Shia_LaBeouf,"['Catherine_Deneuve_0002.jpg', 'Shia_LaBeouf_0001.jpg']"
Kim_Jin-sun,Jason_Lezak,"['Kim_Jin-sun_0001.jpg', 'Jason_Lezak_0001.jpg']"
James_Kelly,Jennifer_Capriati,"['James_Kelly_0001.jpg', 'Jennifer_Capriati_0003.jpg']"
Richard_Branson,Mick_Jagger,"['Richard_Branson_0001.jpg', 'Mick_Jagger_0004.jpg']"
Hamid_Karzai,Silvio_Berlusconi,"['Hamid_Karzai_0015.jpg', 'Silvio_Berlusconi_0031.jpg']"
George_W_Bush,Jean_Chretien,"['George_W_Bush_0332.jpg', 'Jean_Chretien_0054.jpg']"
Kate_Hudson,Zhang_Wenkang,"['Kate_Hudson_0007.jpg', 'Zhang_Wenkang_0002.jpg']"
Taha_Yassin_Ramadan,Luiz_Inacio_Lula_da_Silva,"['Taha_Yassin_Ramadan_0015.jpg', 'Luiz_Inacio_Lula_da_Silva_0022.jpg']"
Lance_Armstrong,Jong_Wook_Lee,"['Lance_Armstrong_0008.jpg', 'Jong_Wook_Lee_0001.jpg']"
Joe_Gatti,John_Swofford,"['Joe_Gatti_0001.jpg', 'John_Swofford_0003.jpg']"
John_Negroponte,Tom_Ridge,"['John_Negroponte_0011.jpg', 'Tom_Ridge_0011.jpg']"
Jack_Straw,Donald_Rumsfeld,"['Jack_Straw_0016.jpg', 'Donald_Rumsfeld_0005.jpg']"
George_W_Bush,Kristin_Davis,"['George_W_Bush_0381.jpg', 'Kristin_Davis_0003.jpg']"
Pierce_Brosnan,Nick_Nolte,"['Pierce_Brosnan_0011.jpg', 'Nick_Nolte_0005.jpg']"
Chok_Tong_Goh,Colin_Powell,"['Chok_Tong_Goh_0001.jpg', 'Colin_Powell_0100.jpg']"
Tom_Daschle,Mike_Tyson,"['Tom_Daschle_0015.jpg', 'Mike_Tyson_0001.jpg']"
Mohammed_Al-Douri,Jean_Chretien,"['Mohammed_Al-Douri_0008.jpg', 'Jean_Chretien_0016.jpg']"
Vicente_Fernandez,Mohammed_Baqir_al-Hakim,"['Vicente_Fernandez_0001.jpg', 'Mohammed_Baqir_al-Hakim_0001.jpg']"
Vaclav_Klaus,Christian_Fittipaldi,"['Vaclav_Klaus_0001.jpg', 'Christian_Fittipaldi_0002.jpg']"
Lleyton_Hewitt,Donald_Rumsfeld,"['Lleyton_Hewitt_0030.jpg', 'Donald_Rumsfeld_0009.jpg']"
Ali_Naimi,Vanessa_Williams,"['Ali_Naimi_0002.jpg', 'Vanessa_Williams_0001.jpg']"
Annette_Bening,Madonna,"['Annette_Bening_0001.jpg', 'Madonna_0003.jpg']"
Li_Zhaoxing,Hillary_Clinton,"['Li_Zhaoxing_0003.jpg', 'Hillary_Clinton_0005.jpg']"
Kofi_Annan,Nathan_Lane,"['Kofi_Annan_0009.jpg', 'Nathan_Lane_0001.jpg']"
George_W_Bush,LeBron_James,"['George_W_Bush_0358.jpg', 'LeBron_James_0005.jpg']"
Mack_Brown,David_Nalbandian,"['Mack_Brown_0001.jpg', 'David_Nalbandian_0012.jpg']"
Chung_Mong-hun,Julie_Gerberding,"['Chung_Mong-hun_0002.jpg', 'Julie_Gerberding_0003.jpg']"
John_Bolton,George_W_Bush,"['John_Bolton_0016.jpg', 'George_W_Bush_0022.jpg']"
Britney_Spears,Ariel_Sharon,"['Britney_Spears_0004.jpg', 'Ariel_Sharon_0072.jpg']"
Eduard_Shevardnadze,Gerhard_Schroeder,"['Eduard_Shevardnadze_0002.jpg', 'Gerhard_Schroeder_0031.jpg']"
Jason_Kidd,Lou_Piniella,"['Jason_Kidd_0008.jpg', 'Lou_Piniella_0003.jpg']"
Amelie_Mauresmo,Martha_Burk,"['Amelie_Mauresmo_0005.jpg', 'Martha_Burk_0001.jpg']"
Latrell_Sprewell,Tony_Blair,"['Latrell_Sprewell_0002.jpg', 'Tony_Blair_0139.jpg']"
Drew_Barrymore,James_Ivory,"['Drew_Barrymore_0002.jpg', 'James_Ivory_0001.jpg']"
Cindy_Margolis,George_W_Bush,"['Cindy_Margolis_0001.jpg', 'George_W_Bush_0031.jpg']"
Darrell_Issa,John_Howard,"['Darrell_Issa_0001.jpg', 'John_Howard_0013.jpg']"
Gerry_Parsky,Julie_Gerberding,"['Gerry_Parsky_0001.jpg', 'Julie_Gerberding_0006.jpg']"
Celine_Dion,Nancy_Pelosi,"['Celine_Dion_0003.jpg', 'Nancy_Pelosi_0010.jpg']"
Gloria_Macapagal_Arroyo,Colin_Powell,"['Gloria_Macapagal_Arroyo_0033.jpg', 'Colin_Powell_0202.jpg']"
George_W_Bush,Charles_Mathews,"['George_W_Bush_0411.jpg', 'Charles_Mathews_0001.jpg']"
Mohamed_ElBaradei,Angelina_Jolie,"['Mohamed_ElBaradei_0007.jpg', 'Angelina_Jolie_0008.jpg']"
Brad_Garrett,Robert_Bonner,"['Brad_Garrett_0004.jpg', 'Robert_Bonner_0001.jpg']"
Naomi_Watts,Silvia_Farina_Elia,"['Naomi_Watts_0020.jpg', 'Silvia_Farina_Elia_0002.jpg']"
Ariel_Sharon,Colin_Powell,"['Ariel_Sharon_0060.jpg', 'Colin_Powell_0132.jpg']"
Jiang_Zemin,Carolyn_Dawn_Johnson,"['Jiang_Zemin_0015.jpg', 'Carolyn_Dawn_Johnson_0003.jpg']"
Pierce_Brosnan,Susan_Collins,"['Pierce_Brosnan_0002.jpg', 'Susan_Collins_0002.jpg']"
George_W_Bush,Mohammed_Al-Douri,"['George_W_Bush_0505.jpg', 'Mohammed_Al-Douri_0003.jpg']"
Justin_Timberlake,Geoff_Hoon,"['Justin_Timberlake_0005.jpg', 'Geoff_Hoon_0002.jpg']"
Tony_Blair,George_W_Bush,"['Tony_Blair_0067.jpg', 'George_W_Bush_0039.jpg']"
Bernardo_Segura,Harrison_Ford,"['Bernardo_Segura_0002.jpg', 'Harrison_Ford_0006.jpg']"
Lawrence_MacAulay,Pedro_Malan,"['Lawrence_MacAulay_0002.jpg', 'Pedro_Malan_0003.jpg']"
John_Edwards,Michael_Phelps,"['John_Edwards_0003.jpg', 'Michael_Phelps_0003.jpg']"
George_W_Bush,Jean_Charest,"['George_W_Bush_0083.jpg', 'Jean_Charest_0005.jpg']"
Rick_Perry,Inam-ul-Haq,"['Rick_Perry_0003.jpg', 'Inam-ul-Haq_0002.jpg']"
Andre_Agassi,Bill_Clinton,"['Andre_Agassi_0003.jpg', 'Bill_Clinton_0027.jpg']"
Colin_Powell,Dalai_Lama,"['Colin_Powell_0049.jpg', 'Dalai_Lama_0001.jpg']"
George_W_Bush,Yevgeny_Kafelnikov,"['George_W_Bush_0420.jpg', 'Yevgeny_Kafelnikov_0001.jpg']"
Rob_Lowe,Alvaro_Uribe,"['Rob_Lowe_0001.jpg', 'Alvaro_Uribe_0014.jpg']"
Robert_Redford,Eric_Clapton,"['Robert_Redford_0007.jpg', 'Eric_Clapton_0002.jpg']"
Jon_Voight,Colin_Powell,"['Jon_Voight_0001.jpg', 'Colin_Powell_0055.jpg']"
Vicente_Fox,Tony_Bennett,"['Vicente_Fox_0021.jpg', 'Tony_Bennett_0002.jpg']"
Magdalena_Maleeva,Nora_Bendijo,"['Magdalena_Maleeva_0001.jpg', 'Nora_Bendijo_0001.jpg']"
Alvaro_Uribe,Christian_Wulff,"['Alvaro_Uribe_0016.jpg', 'Christian_Wulff_0002.jpg']"
Kosuke_Kitajima,Kofi_Annan,"['Kosuke_Kitajima_0002.jpg', 'Kofi_Annan_0001.jpg']"
George_W_Bush,Luiz_Inacio_Lula_da_Silva,"['George_W_Bush_0444.jpg', 'Luiz_Inacio_Lula_da_Silva_0016.jpg']"
Dominique_de_Villepin,Winona_Ryder,"['Dominique_de_Villepin_0006.jpg', 'Winona_Ryder_0014.jpg']"
Dick_Cheney,Johnny_Depp,"['Dick_Cheney_0005.jpg', 'Johnny_Depp_0002.jpg']"
Kim_Clijsters,Serena_Williams,"['Kim_Clijsters_0007.jpg', 'Serena_Williams_0041.jpg']"
Colin_Powell,Li_Peng,"['Colin_Powell_0202.jpg', 'Li_Peng_0006.jpg']"
Demetrius_Ferraciu,James_Blake,"['Demetrius_Ferraciu_0001.jpg', 'James_Blake_0009.jpg']"
John_Paul_II,Marie-Reine_Le_Gougne,"['John_Paul_II_0003.jpg', 'Marie-Reine_Le_Gougne_0002.jpg']"
Luiz_Inacio_Lula_da_Silva,Sharon_Stone,"['Luiz_Inacio_Lula_da_Silva_0024.jpg', 'Sharon_Stone_0001.jpg']"
George_W_Bush,Edmund_Stoiber,"['George_W_Bush_0174.jpg', 'Edmund_Stoiber_0012.jpg']"
Franko_Simatovic,Jennifer_Aniston,"['Franko_Simatovic_0001.jpg', 'Jennifer_Aniston_0005.jpg']"
Albert_Costa,Javier_Solana,"['Albert_Costa_0002.jpg', 'Javier_Solana_0008.jpg']"
Juan_Carlos_Ferrero,Tim_Henman,"['Juan_Carlos_Ferrero_0012.jpg', 'Tim_Henman_0004.jpg']"
Junichiro_Koizumi,Harrison_Ford,"['Junichiro_Koizumi_0039.jpg', 'Harrison_Ford_0002.jpg']"
Jennifer_Lopez,Art_Howe,"['Jennifer_Lopez_0018.jpg', 'Art_Howe_0003.jpg']"
David_Nalbandian,Constance_Marie,"['David_Nalbandian_0001.jpg', 'Constance_Marie_0002.jpg']"
Lionel_Richie,Bernard_Law,"['Lionel_Richie_0002.jpg', 'Bernard_Law_0001.jpg']"
Tony_Blair,Anna_Nicole_Smith,"['Tony_Blair_0005.jpg', 'Anna_Nicole_Smith_0001.jpg']"
John_Rosa,Jose_Viegas_Filho,"['John_Rosa_0001.jpg', 'Jose_Viegas_Filho_0001.jpg']"
Susan_Collins,Mahmoud_Abbas,"['Susan_Collins_0002.jpg', 'Mahmoud_Abbas_0028.jpg']"
Arnold_Schwarzenegger,Mike_Krzyzewski,"['Arnold_Schwarzenegger_0024.jpg', 'Mike_Krzyzewski_0004.jpg']"
Andy_Roddick,Robert_Redford,"['Andy_Roddick_0015.jpg', 'Robert_Redford_0008.jpg']"
Halle_Berry,Colin_Powell,"['Halle_Berry_0011.jpg', 'Colin_Powell_0040.jpg']"
Michael_Powell,Nancy_Pelosi,"['Michael_Powell_0002.jpg', 'Nancy_Pelosi_0015.jpg']"
Hitomi_Soga,Ricardo_Lagos,"['Hitomi_Soga_0003.jpg', 'Ricardo_Lagos_0023.jpg']"
Dominique_de_Villepin,Rita_Grande,"['Dominique_de_Villepin_0007.jpg', 'Rita_Grande_0003.jpg']"
Ariel_Sharon,Marissa_Jaret_Winokur,"['Ariel_Sharon_0034.jpg', 'Marissa_Jaret_Winokur_0001.jpg']"
Colin_Powell,Lee_Jun,"['Colin_Powell_0045.jpg', 'Lee_Jun_0001.jpg']"
Leon_LaPorte,Prince_Naruhito,"['Leon_LaPorte_0001.jpg', 'Prince_Naruhito_0001.jpg']"
Vladimir_Putin,Luiz_Inacio_Lula_da_Silva,"['Vladimir_Putin_0046.jpg', 'Luiz_Inacio_Lula_da_Silva_0025.jpg']"
Fernando_Vargas,Paul_ONeill,"['Fernando_Vargas_0003.jpg', 'Paul_ONeill_0001.jpg']"
John_McCain,Celso_Amorim,"['John_McCain_0005.jpg', 'Celso_Amorim_0002.jpg']"
Roy_Williams,Hugo_Chavez,"['Roy_Williams_0004.jpg', 'Hugo_Chavez_0002.jpg']"
John_Bolton,Yuri_Fedotov,"['John_Bolton_0011.jpg', 'Yuri_Fedotov_0002.jpg']"
David_Kelley,Candie_Kung,"['David_Kelley_0002.jpg', 'Candie_Kung_0001.jpg']"
Jon_Voight,George_W_Bush,"['Jon_Voight_0003.jpg', 'George_W_Bush_0334.jpg']"
Bill_Clinton,Paul_Burrell,"['Bill_Clinton_0023.jpg', 'Paul_Burrell_0011.jpg']"
Nikki_Reed,Mohammed_Baqir_al-Hakim,"['Nikki_Reed_0002.jpg', 'Mohammed_Baqir_al-Hakim_0001.jpg']"
Carson_Daly,Tony_Stewart,"['Carson_Daly_0001.jpg', 'Tony_Stewart_0004.jpg']"
Winona_Ryder,Annette_Lu,"['Winona_Ryder_0009.jpg', 'Annette_Lu_0003.jpg']"
Clay_Aiken,Luiz_Inacio_Lula_da_Silva,"['Clay_Aiken_0004.jpg', 'Luiz_Inacio_Lula_da_Silva_0032.jpg']"
Jose_Serra,Francisco_Flores,"['Jose_Serra_0007.jpg', 'Francisco_Flores_0003.jpg']"
Arnold_Schwarzenegger,Junichiro_Koizumi,"['Arnold_Schwarzenegger_0003.jpg', 'Junichiro_Koizumi_0040.jpg']"
Jose_Maria_Aznar,Bob_Colvin,"['Jose_Maria_Aznar_0008.jpg', 'Bob_Colvin_0001.jpg']"
Yasar_Yakis,Roberto_Carlos,"['Yasar_Yakis_0002.jpg', 'Roberto_Carlos_0001.jpg']"
Andrew_Niccol,Tony_Blair,"['Andrew_Niccol_0002.jpg', 'Tony_Blair_0010.jpg']"
Romano_Prodi,Andre_Agassi,"['Romano_Prodi_0004.jpg', 'Andre_Agassi_0004.jpg']"
Gwyneth_Paltrow,Arianna_Huffington,"['Gwyneth_Paltrow_0006.jpg', 'Arianna_Huffington_0002.jpg']"
Kim_Dae-jung,Carlos_Menem,"['Kim_Dae-jung_0005.jpg', 'Carlos_Menem_0015.jpg']"
Guillermo_Coria,Alan_Greenspan,"['Guillermo_Coria_0027.jpg', 'Alan_Greenspan_0005.jpg']"
Jennifer_Capriati,Patrick_Leahy,"['Jennifer_Capriati_0030.jpg', 'Patrick_Leahy_0001.jpg']"
Ken_Macha,Jean_Chretien,"['Ken_Macha_0001.jpg', 'Jean_Chretien_0047.jpg']"
Isabella_Rossellini,Milo_Maestrecampo,"['Isabella_Rossellini_0001.jpg', 'Milo_Maestrecampo_0002.jpg']"
Alberto_Fujimori,Tom_Craddick,"['Alberto_Fujimori_0001.jpg', 'Tom_Craddick_0004.jpg']"
Luiz_Felipe_Scolari,Saeb_Erekat,"['Luiz_Felipe_Scolari_0002.jpg', 'Saeb_Erekat_0001.jpg']"
Bertie_Ahern,David_Wells,"['Bertie_Ahern_0001.jpg', 'David_Wells_0004.jpg']"
Edward_Said,Wayne_Ferreira,"['Edward_Said_0002.jpg', 'Wayne_Ferreira_0002.jpg']"
Jacques_Rogge,Venus_Williams,"['Jacques_Rogge_0003.jpg', 'Venus_Williams_0004.jpg']"
Jeb_Bush,George_W_Bush,"['Jeb_Bush_0003.jpg', 'George_W_Bush_0360.jpg']"
Milo_Djukanovic,Nicolas_Lapentti,"['Milo_Djukanovic_0002.jpg', 'Nicolas_Lapentti_0002.jpg']"
Amelie_Mauresmo,Abdullah,"['Amelie_Mauresmo_0005.jpg', 'Abdullah_0003.jpg']"
Ariel_Sharon,Lim_Dong-won,"['Ariel_Sharon_0010.jpg', 'Lim_Dong-won_0001.jpg']"
Ben_Howland,Jennifer_Capriati,"['Ben_Howland_0002.jpg', 'Jennifer_Capriati_0022.jpg']"
George_W_Bush,Jiri_Novak,"['George_W_Bush_0493.jpg', 'Jiri_Novak_0001.jpg']"
George_W_Bush,Edwin_Edwards,"['George_W_Bush_0046.jpg', 'Edwin_Edwards_0001.jpg']"
Jennifer_Capriati,Tassos_Papadopoulos,"['Jennifer_Capriati_0015.jpg', 'Tassos_Papadopoulos_0001.jpg']"
Gil_de_Ferran,Alvaro_Uribe,"['Gil_de_Ferran_0001.jpg', 'Alvaro_Uribe_0019.jpg']"
Catherine_Zeta-Jones,Jorge_Arce,"['Catherine_Zeta-Jones_0008.jpg', 'Jorge_Arce_0001.jpg']"
Cesar_Maia,Ricardo_Lagos,"['Cesar_Maia_0001.jpg', 'Ricardo_Lagos_0018.jpg']"
Tony_Blair,Nestor_Kirchner,"['Tony_Blair_0089.jpg', 'Nestor_Kirchner_0034.jpg']"
Hassan_Nasrallah,George_W_Bush,"['Hassan_Nasrallah_0001.jpg', 'George_W_Bush_0008.jpg']"
Bill_Clinton,Colin_Powell,"['Bill_Clinton_0010.jpg', 'Colin_Powell_0225.jpg']"
David_Stern,Ariel_Sharon,"['David_Stern_0003.jpg', 'Ariel_Sharon_0047.jpg']"
Angelina_Jolie,Mike_Weir,"['Angelina_Jolie_0003.jpg', 'Mike_Weir_0005.jpg']"
Hitomi_Soga,Gisele_Bundchen,"['Hitomi_Soga_0003.jpg', 'Gisele_Bundchen_0001.jpg']"
Lleyton_Hewitt,Derek_Jeter,"['Lleyton_Hewitt_0006.jpg', 'Derek_Jeter_0004.jpg']"
Kathy_Winters,Rudolph_Giuliani,"['Kathy_Winters_0001.jpg', 'Rudolph_Giuliani_0017.jpg']"
Halle_Berry,Luiz_Inacio_Lula_da_Silva,"['Halle_Berry_0006.jpg', 'Luiz_Inacio_Lula_da_Silva_0028.jpg']"
Edward_Lu,Paul_Burrell,"['Edward_Lu_0005.jpg', 'Paul_Burrell_0010.jpg']"
Marcelo_Rios,Harry_Schmidt,"['Marcelo_Rios_0003.jpg', 'Harry_Schmidt_0004.jpg']"
Sam_Torrance,Mary_Tyler_Moore,"['Sam_Torrance_0001.jpg', 'Mary_Tyler_Moore_0001.jpg']"
Jeb_Bush,Vincent_Brooks,"['Jeb_Bush_0002.jpg', 'Vincent_Brooks_0002.jpg']"
Brad_Garrett,Jeffrey_Scott_Postell,"['Brad_Garrett_0003.jpg', 'Jeffrey_Scott_Postell_0002.jpg']"
Colin_Powell,Winona_Ryder,"['Colin_Powell_0009.jpg', 'Winona_Ryder_0006.jpg']"
Chan_Gailey,Colin_Powell,"['Chan_Gailey_0001.jpg', 'Colin_Powell_0099.jpg']"
Edward_Lu,Abdullah_al-Attiyah,"['Edward_Lu_0006.jpg', 'Abdullah_al-Attiyah_0002.jpg']"
Gloria_Macapagal_Arroyo,Jacques_Chirac,"['Gloria_Macapagal_Arroyo_0003.jpg', 'Jacques_Chirac_0020.jpg']"
John_Ashcroft,Gunter_Pleuger,"['John_Ashcroft_0016.jpg', 'Gunter_Pleuger_0006.jpg']"
Zinedine_Zidane,Michael_Bloomberg,"['Zinedine_Zidane_0003.jpg', 'Michael_Bloomberg_0014.jpg']"
Madonna,Michael_Chang,"['Madonna_0003.jpg', 'Michael_Chang_0005.jpg']"
Clint_Eastwood,Jay_Rasulo,"['Clint_Eastwood_0004.jpg', 'Jay_Rasulo_0002.jpg']"
John_Stockton,Hugo_Chavez,"['John_Stockton_0005.jpg', 'Hugo_Chavez_0027.jpg']"
Pete_Carroll,Richard_Branson,"['Pete_Carroll_0003.jpg', 'Richard_Branson_0002.jpg']"
Christina_Aguilera,Richard_Virenque,"['Christina_Aguilera_0004.jpg', 'Richard_Virenque_0002.jpg']"
Salman_Rushdie,Priscilla_Owen,"['Salman_Rushdie_0001.jpg', 'Priscilla_Owen_0002.jpg']"
Alvaro_Uribe,Colin_Powell,"['Alvaro_Uribe_0013.jpg', 'Colin_Powell_0073.jpg']"
Jason_Alexander,Venus_Williams,"['Jason_Alexander_0001.jpg', 'Venus_Williams_0007.jpg']"
Arnaud_Clement,Luiz_Inacio_Lula_da_Silva,"['Arnaud_Clement_0001.jpg', 'Luiz_Inacio_Lula_da_Silva_0011.jpg']"
Brad_Johnson,Ronald_Reagan,"['Brad_Johnson_0003.jpg', 'Ronald_Reagan_0001.jpg']"
Brad_Garrett,Leszek_Miller,"['Brad_Garrett_0001.jpg', 'Leszek_Miller_0003.jpg']"
Arsinee_Khanjian,Condoleezza_Rice,"['Arsinee_Khanjian_0001.jpg', 'Condoleezza_Rice_0004.jpg']"
Nanni_Moretti,Charles_Moose,"['Nanni_Moretti_0001.jpg', 'Charles_Moose_0006.jpg']"
Tony_Blair,James_Traficant,"['Tony_Blair_0064.jpg', 'James_Traficant_0003.jpg']"
Mian_Khursheed_Mehmood_Kasuri,Zinedine_Zidane,"['Mian_Khursheed_Mehmood_Kasuri_0004.jpg', 'Zinedine_Zidane_0006.jpg']"
Gordon_Brown,George_W_Bush,"['Gordon_Brown_0008.jpg', 'George_W_Bush_0495.jpg']"
Kalpana_Chawla,Christian_Wulff,"['Kalpana_Chawla_0003.jpg', 'Christian_Wulff_0001.jpg']"
Choi_Sung-hong,Brigitte_Boisselier,"['Choi_Sung-hong_0001.jpg', 'Brigitte_Boisselier_0001.jpg']"
Johnson_Panjaitan,Francis_George,"['Johnson_Panjaitan_0002.jpg', 'Francis_George_0001.jpg']"
Vicente_Fox,Hu_Jintao,"['Vicente_Fox_0028.jpg', 'Hu_Jintao_0003.jpg']"
Gloria_Macapagal_Arroyo,Alexander_Losyukov,"['Gloria_Macapagal_Arroyo_0021.jpg', 'Alexander_Losyukov_0001.jpg']"
Colin_Powell,Bernard_Law,"['Colin_Powell_0028.jpg', 'Bernard_Law_0004.jpg']"
Valery_Giscard_dEstaing,Alvaro_Uribe,"['Valery_Giscard_dEstaing_0003.jpg', 'Alvaro_Uribe_0017.jpg']"
Augustin_Calleri,David_Wells,"['Augustin_Calleri_0001.jpg', 'David_Wells_0002.jpg']"
Valerie_Harper,Colin_Powell,"['Valerie_Harper_0001.jpg', 'Colin_Powell_0129.jpg']"
